City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,dahab,28.501,34.5134,20.65,33,0,4.13,EG,1701039027
365,ulverston,54.1959,-3.0963,6.49,82,100,1.16,GB,1701039027
366,carupano,10.6678,-63.2585,25.68,87,8,4.96,VE,1701038988
367,callao,-12.0667,-77.15,21.16,73,20,6.17,PE,1701038828
368,turbat,26.0023,63.044,20.5,57,0,0.85,PK,1701039028
369,savelugu,9.6244,-0.8253,25.08,80,100,3.55,GH,1701039029
370,saldanha,-33.0117,17.9442,16.03,87,6,5.42,ZA,1701039029
371,thurso,58.5927,-3.5259,4.14,76,79,4.99,GB,1701039029
372,daru,-9.0763,143.2092,28.96,70,99,3.79,PG,1701039030
373,ancud,-41.8697,-73.8203,13.57,81,100,0.92,CL,1701038812
374,karratha,-20.7377,116.8463,25.13,50,0,6.82,AU,1701039030
375,sorong,-0.8833,131.25,26.35,85,100,3.09,ID,1701039030
376,mana,5.6592,-53.7767,26.09,85,94,4.29,GF,1701039031
377,mopti,14.6667,-4.0,26.4,14,71,3.38,ML,1701039032
378,camocim,-2.9022,-40.8411,26.83,77,10,7.09,BR,1701039032
379,golden gate,26.1879,-81.6951,27.23,65,100,5.14,US,1701039032
380,papao,-17.75,-149.55,29.82,83,54,9.98,PF,1701039033
381,bulalacao,12.3254,121.3435,26.49,79,88,5.99,PH,1701039033
382,adrar,20.5022,-10.0711,18.0,19,0,4.34,MR,1701039033
383,tsiombe,-25.3,45.4833,22.24,91,2,1.83,MG,1701039033
384,itoman,26.1247,127.6694,23.01,81,75,2.57,JP,1701039034
385,hadibu,12.65,54.0333,25.69,74,97,5.16,YE,1701039034
386,dorgali,40.2926,9.5881,7.51,70,44,2.81,IT,1701039034
387,tegueste,28.5167,-16.3167,17.77,84,40,1.54,ES,1701039035
388,at-bashi,41.1702,75.8106,-3.15,61,88,2.09,KG,1701039035
389,l'govskiy,51.6307,35.2775,2.44,100,100,3.59,RU,1701039035
390,sao jose da coroa grande,-8.8978,-35.1478,24.84,70,0,2.78,BR,1701039036
391,antsiranana,-12.2787,49.2917,25.14,79,90,5.66,MG,1701039036
392,guangyuan,32.442,105.823,8.91,88,0,1.88,CN,1701039036
393,broken hill,-31.95,141.4333,24.37,37,18,7.3,AU,1701039036
394,newman,37.3138,-121.0208,15.69,43,99,1.34,US,1701039036
395,chincha alta,-13.4099,-76.1323,21.33,77,27,1.98,PE,1701038872
396,jouars-pontchartrain,48.7889,1.899,5.21,88,0,3.6,FR,1701039037
397,muang phonsavan,19.45,103.2167,15.42,90,98,1.2,LA,1701039037
398,rawlins,41.7911,-107.2387,-6.06,68,75,6.69,US,1701038790
399,horta,38.5333,-28.6333,17.79,97,99,2.24,PT,1701039028
400,wulingyuan,29.3494,110.5441,9.46,95,0,1.47,CN,1701039038
401,altay,47.8667,88.1167,-3.52,61,5,3.01,CN,1701039038
402,am timan,11.0297,20.2827,27.58,27,58,2.27,TD,1701039039
403,mount isa,-20.7333,139.5,25.87,65,91,4.63,AU,1701039039
404,orchard homes,46.8633,-114.0484,2.68,58,0,0.45,US,1701039039
405,los angeles,34.0522,-118.2437,22.23,26,0,4.63,US,1701038498
406,sanya,18.2431,109.505,18.09,82,0,2.0,CN,1701039039
407,al bawiti,28.3492,28.8659,15.76,55,2,4.07,EG,1701039040
408,palikir - national government center,6.9248,158.1611,26.47,94,100,4.12,FM,1701039040
409,nelson bay,-32.7167,152.15,25.61,74,0,1.34,AU,1701039040
410,dadeldhura,29.2984,80.5806,9.42,60,100,1.14,NP,1701039040
411,mermoz boabab,14.7065,-17.4758,24.88,65,0,2.06,SN,1701039041
412,kalmunai,7.4167,81.8167,25.01,89,99,1.19,LK,1701039041
413,puerto carreno,6.189,-67.4859,29.99,70,20,2.06,CO,1701039041
414,camargo,27.6667,-105.1667,19.34,28,100,1.1,MX,1701039042
415,carlow,52.8408,-6.9261,9.69,97,100,2.87,IE,1701039042
416,nova sintra,14.8667,-24.7167,22.06,67,25,6.88,CV,1701039042
417,motueka,-41.1333,173.0167,17.44,64,25,3.34,NZ,1701039042
418,jianguang,28.1938,115.7836,11.18,84,0,0.31,CN,1701039042
419,ulan bator,47.9077,106.8832,-17.93,65,40,3.0,MN,1701039043
420,kosh-agach,50.0,88.6667,-13.72,89,38,0.89,RU,1701039043
421,alice springs,-23.7,133.8833,22.75,64,27,1.54,AU,1701038803
422,bubaque,11.2833,-15.8333,27.24,63,3,4.2,GW,1701039043
423,nadym,65.5333,72.5167,-16.39,98,96,3.48,RU,1701039044
424,borogontsy,62.6683,131.1683,-29.44,93,100,1.59,RU,1701039044
425,kayangel,8.0823,134.7173,28.89,76,99,7.65,PW,1701039044
426,kinkala,-4.3614,14.7644,21.51,97,98,0.27,CG,1701039045
427,sept-iles,50.2001,-66.3821,1.0,66,75,3.09,CA,1701039045
428,seven pagodas,12.6264,80.1722,26.7,86,96,3.32,IN,1701039045
429,kirakira,-10.4544,161.9205,28.03,81,100,4.4,SB,1701039045
430,mianwali,32.5741,71.5264,18.13,32,99,1.13,PK,1701039046
431,pulandian,39.3953,121.9669,2.92,76,62,3.05,CN,1701039046
432,carloforte,39.145,8.3058,14.97,69,99,5.22,IT,1701039046
433,koudougou,12.25,-2.3667,30.26,36,99,3.76,BF,1701039046
434,vilyuysk,63.7553,121.6247,-18.18,91,100,4.63,RU,1701039047
435,okhotsk,59.3833,143.3,-17.39,90,100,7.71,RU,1701039047
436,pitimbu,-7.4706,-34.8086,27.33,68,0,4.92,BR,1701039047
437,valognes,49.5088,-1.4705,9.66,93,100,9.26,FR,1701039047
438,corner brook,48.9667,-57.9484,1.09,93,100,1.76,CA,1701039048
439,razole,16.4833,81.8333,22.94,85,60,2.08,IN,1701039048
440,udayagiri,20.1333,84.3833,14.52,94,52,0.39,IN,1701039048
441,juybar,36.6412,52.9124,10.09,35,0,3.6,IR,1701039049
442,saint-philippe,-21.3585,55.7679,22.77,77,29,2.49,RE,1701039049
443,teruel,40.6667,-0.6667,5.51,51,100,2.1,ES,1701039049
444,dinard,48.6314,-2.0614,9.21,82,100,7.2,FR,1701039049
445,guangming,45.3333,122.7833,-10.52,89,100,2.09,CN,1701039050
446,pico truncado,-46.7949,-67.9573,12.02,41,89,11.57,AR,1701038906
447,porto belo,-27.1578,-48.5531,21.97,96,100,4.43,BR,1701039050
448,zykovo,55.9519,93.1461,-11.88,96,100,1.35,RU,1701039050
449,santiago,-33.4569,-70.6483,25.71,46,0,6.17,CL,1701038956
450,ternate,0.8,127.4,27.52,77,100,1.15,ID,1701039051
451,mazagao,-0.115,-51.2894,31.03,82,64,2.8,BR,1701039051
452,mossel bay,-34.1831,22.146,19.32,75,16,2.2,ZA,1701039051
453,yanchep,-31.55,115.6833,22.56,81,89,1.25,AU,1701039051
454,coahuayana de hidalgo,18.7,-103.6583,28.12,63,88,1.85,MX,1701039052
455,boguchany,58.3814,97.4531,-22.82,99,6,0.55,RU,1701039052
456,quellon,-43.1167,-73.6167,11.11,70,100,3.07,CL,1701038786
457,kolonia town,6.964,158.206,27.06,94,100,4.12,FM,1701039052
458,montevideo,-34.8335,-56.1674,24.01,60,0,4.63,UY,1701038900
459,la quiaca,-22.1024,-65.593,7.55,87,96,7.56,AR,1701039053
460,trincomalee,8.5711,81.2335,26.89,82,100,4.33,LK,1701039053
461,gouyave,12.1646,-61.7296,27.43,83,20,4.63,GD,1701039053
462,amberieu-en-bugey,45.9589,5.3432,0.99,90,91,0.81,FR,1701039054
463,butembo,0.15,29.2833,13.27,98,77,1.05,CD,1701039054
464,zhenlai,45.8495,123.2973,-11.75,92,100,2.02,CN,1701039054
465,lodwar,3.1191,35.5973,28.89,48,91,6.56,KE,1701039054
466,crane,31.3974,-102.3501,10.5,25,100,3.5,US,1701039055
467,pamandzi,-12.7967,45.2794,25.88,78,0,1.03,YT,1701039055
468,sol'-iletsk,51.1631,54.9918,1.48,70,59,7.38,RU,1701039055
469,immokalee,26.4187,-81.4173,27.19,81,76,3.46,US,1701039056
470,abadan,30.3392,48.3043,19.97,83,0,2.06,IR,1701039056
471,washington,47.5001,-120.5015,4.63,72,49,1.14,US,1701038760
472,homer,59.6425,-151.5483,3.94,91,100,0.89,US,1701038985
473,okha,53.5739,142.9478,-12.73,88,99,12.08,RU,1701039057
474,lisakovsk,52.5369,62.4936,0.24,74,100,4.66,KZ,1701039057
475,bedele,8.456,36.353,11.86,89,26,0.57,ET,1701039058
476,korsakov,46.6328,142.7813,-6.09,57,60,6.05,RU,1701039058
477,hirtshals,57.5881,9.9592,1.45,67,73,4.79,DK,1701039058
478,arkhangel'sk,64.5401,40.5433,-15.49,99,75,1.65,RU,1701039059
479,kingston,17.997,-76.7936,29.53,66,20,7.72,JM,1701038841
480,thinadhoo,0.5333,72.9333,27.44,76,80,1.58,MV,1701039059
481,salavan,15.7167,106.4167,18.88,96,58,1.41,LA,1701039059
482,nyurba,63.2842,118.3319,-16.82,92,100,3.94,RU,1701039060
483,monterrey,25.6667,-100.3167,17.62,86,98,1.57,MX,1701038268
484,happy valley-goose bay,53.3168,-60.3315,-2.83,68,75,4.63,CA,1701039060
485,barra,-11.0894,-43.1417,28.42,47,33,4.98,BR,1701039060
486,kasempa,-13.4584,25.8338,18.27,97,100,1.34,ZM,1701039061
487,harlingen,26.1906,-97.6961,18.27,87,100,7.72,US,1701038905
488,kharp,66.8014,65.8081,-19.89,97,57,2.22,RU,1701039061
489,ust'-barguzin,53.45,108.9833,-12.02,84,98,1.71,RU,1701039061
490,luoyang,34.6836,112.4536,7.08,44,0,2.92,CN,1701039062
491,es castell,39.8795,4.2854,16.38,77,75,4.12,ES,1701039062
492,as sulayyil,20.4607,45.5779,21.14,43,10,1.97,SA,1701039062
493,sakaiminato,35.55,133.2333,9.99,93,75,1.54,JP,1701039062
494,tottori,35.5,134.2333,10.04,71,20,3.09,JP,1701038804
495,cozumel,20.5083,-86.9458,30.04,84,20,3.6,MX,1701039063
496,klaksvik,62.2266,-6.589,3.51,71,94,8.52,FO,1701039063
497,dagomys,43.6703,39.6689,6.97,83,100,3.95,RU,1701039063
498,port shepstone,-30.7414,30.455,22.72,94,81,3.3,ZA,1701039064
499,kasane,-17.8167,25.15,24.16,47,24,1.52,BW,1701039064
500,kaa-khem,51.6833,94.7333,-12.0,96,100,1.13,RU,1701039064
501,liwale,-9.7667,37.9333,20.78,87,31,0.81,TZ,1701039064
502,labuan,5.2767,115.2417,26.2,89,20,1.54,MY,1701039065
503,sayansk,54.1088,102.1648,-20.7,98,57,0.24,RU,1701039065
504,tarauaca,-8.1614,-70.7656,21.42,99,100,0.27,BR,1701039065
505,la gi,10.6667,107.7833,24.31,87,100,3.76,VN,1701039065
506,gadzhiyevo,69.2551,33.3362,-14.95,90,48,2.66,RU,1701039066
507,kasson,44.03,-92.7507,-0.83,69,75,8.23,US,1701039066
508,san pedro de jujuy,-24.2313,-64.8661,30.05,66,77,2.92,AR,1701039067
509,shimo-furano,43.35,142.3833,-1.78,91,97,1.51,JP,1701039067
510,vokhtoga,58.8147,41.0461,-7.28,92,100,3.86,RU,1701039068
511,porto novo,6.4965,2.6036,24.44,89,100,0.74,BJ,1701039068
512,dubbo,-32.25,148.6167,24.07,57,0,2.06,AU,1701039069
513,bereznik,62.8551,42.7072,-18.32,98,40,1.32,RU,1701039069
514,tbeng meanchey,13.8167,104.9667,21.7,96,83,0.82,KH,1701039069
515,kolonia,50.9333,6.95,6.03,81,75,2.57,DE,1701038871
516,utrik,11.2278,169.8474,27.85,72,94,9.21,MH,1701039071
517,ciudad lazaro cardenas,17.9583,-102.2,28.2,69,86,3.28,MX,1701039071
518,eldorado at santa fe,35.5264,-105.9347,3.04,60,0,4.63,US,1701039071
519,nuku'alofa,-21.1333,-175.2,28.19,83,75,5.14,TO,1701039071
520,yelizovo,53.1873,158.3805,-7.89,79,40,1.0,RU,1701039072
521,kislovodsk,43.9133,42.7208,4.8,87,56,2.52,RU,1701039072
522,kimbe,-5.5502,150.1429,28.31,81,77,0.65,PG,1701039072
523,pataudi,28.3167,76.7833,15.98,44,100,1.45,IN,1701039072
524,dolores,-36.3132,-57.6792,20.68,55,0,6.12,AR,1701039073
525,port blair,11.6667,92.75,27.02,83,40,2.57,IN,1701039073
526,arraias,-12.9288,-46.9437,26.9,47,61,1.28,BR,1701039073
527,turpan,42.9333,89.1667,2.79,41,22,0.92,CN,1701039074
528,bosaso,11.2842,49.1816,25.29,74,22,0.74,SO,1701039074
529,ajaccio,42.0,8.9167,6.24,79,75,3.09,FR,1701039074
530,oriximina,-1.7656,-55.8661,25.25,85,89,0.94,BR,1701039074
531,arno,60.1167,18.6333,-1.79,80,97,3.45,SE,1701039075
532,hami,42.8,93.45,1.97,44,100,3.33,CN,1701039046
533,hutto,30.5427,-97.5467,12.68,41,0,7.2,US,1701039075
534,jayrud,33.8074,36.7404,13.7,84,51,7.88,SY,1701039075
535,el jadid,33.2549,-8.506,16.64,69,50,2.94,MA,1701039076
536,rio branco,-9.9747,-67.81,29.34,70,0,1.54,BR,1701039076
537,coquimbo,-29.9533,-71.3436,15.85,82,40,5.14,CL,1701039076
538,hailey,43.5196,-114.3153,-2.83,85,100,3.6,US,1701039077
539,valparaiso,-33.0393,-71.6273,17.49,81,75,3.6,CL,1701038985
540,qacha's nek,-30.1154,28.6894,15.87,94,65,0.89,LS,1701039077
541,port-cartier,50.0334,-66.8654,0.82,88,49,2.16,CA,1701039077
542,luganville,-15.5333,167.1667,28.24,69,59,3.99,VU,1701039060
543,katra,32.9833,74.95,14.47,27,100,2.56,IN,1701039078
544,nabire,-3.3667,135.4833,23.61,94,100,1.24,ID,1701039078
545,port douglas,-16.4833,145.4667,27.05,72,50,2.17,AU,1701038787
546,ixtapa,20.7,-105.2,27.9,54,100,2.57,MX,1701039016
547,brookings,44.3114,-96.7984,-4.0,60,0,8.75,US,1701039057
548,shantobe,52.4581,68.1839,-0.62,74,100,5.75,KZ,1701039079
549,uruzgan,32.8333,66.0,7.68,51,87,1.52,AF,1701039080
550,sandersdorf,51.6333,12.2667,4.19,85,100,1.51,DE,1701039080
551,sulur,11.0333,77.1333,22.23,94,20,1.54,IN,1701039080
552,vernon,50.2581,-119.2691,4.61,72,59,0.51,CA,1701039015
553,pacific grove,36.6177,-121.9166,19.58,40,0,4.12,US,1701039081
554,neuquen,-38.9516,-68.0591,30.94,22,0,1.54,AR,1701039081
555,bullsbrook,-31.6667,116.0,22.52,92,40,2.06,AU,1701039081
556,korla,41.7597,86.1469,2.41,52,13,1.44,CN,1701039081
557,camana,-16.6228,-72.7111,20.34,79,42,2.61,PE,1701039082
558,khanty-mansiysk,61.0042,69.0019,-6.94,93,75,2.0,RU,1701039082
559,kankaanpaa,61.8,22.4167,-15.58,96,35,2.54,FI,1701039082
560,berezovyy,51.6667,135.7,-16.16,60,11,4.08,RU,1701039083
561,namibe,-15.1961,12.1522,23.95,70,69,2.34,AO,1701039083
562,stulpicani,47.4667,25.7667,-1.45,60,100,4.61,RO,1701039083
563,sidareja,-7.4846,108.7923,23.96,92,100,0.89,ID,1701039083
564,nadi,-17.8,177.4167,31.0,62,40,5.66,FJ,1701038800
565,barmer,25.75,71.3833,18.55,63,75,2.4,IN,1701039084
566,san sebastian de la gomera,28.0916,-17.1133,20.21,72,0,2.06,ES,1701039084
567,labytnangi,66.6572,66.4183,-22.14,99,67,1.37,RU,1701039085
568,peniche,39.3558,-9.3811,12.47,73,94,2.71,PT,1701039085
569,popondetta,-8.7537,148.2534,30.9,60,95,1.08,PG,1701039085
570,harstad,68.799,16.5293,-0.21,96,56,1.79,NO,1701039086
571,codrington,-38.2667,141.9667,14.12,67,100,5.92,AU,1701039086
572,aldan,58.6031,125.3894,-25.63,97,100,2.79,RU,1701039086
573,musawa,12.1272,7.6698,25.1,32,87,2.12,NG,1701039086
574,juneau,58.3019,-134.4197,8.0,95,100,7.2,US,1701038993
575,chos malal,-37.3781,-70.2709,29.82,14,42,4.1,AR,1701039087
576,ierapetra,35.01,25.7353,14.52,42,17,0.89,GR,1701039088
